"Artikul","price","balance"
"1001-050",22.714000000000002,100
"27089-H6",194,100
"27014-10-12",28.535999999999998,100
"2212-5-16",155,100
"2772-10",25.83,100
"2772-19",32.308,100
"2000-04",143.0736,100
"27085-32",255,100
"27017-10",24.517999999999997,100
"3063-37-40",29.11,100
"3612-230-2,5",50,100
"55401-25",181,100
"422247-15",252,100
"422266",3177,0
"422273",842,100
"422277",2929,100
"3445-125",490,100
"2731-2",332,100
"2731-4",1283,100
"2772-12",25.666,100
"27085-09",28.535999999999998,100
"3524-90-22",180,100
"3524-90-M14",229,100
"3482-08-15",216,100
"37617-120-22",64,100
"37617-140-38",165,100
"37617-140-40",179,100
"11194",174,100
НПГ-Т3-1300,4477,100
НПГ-Т3-750-С,4305,100
НПФ-250,4501,100
НПФ-750,6551,100
"31759-36-14",164.49200000000002,100
"1025-6-25",32.717999999999996,100
"0824",120.35960000000001,100
"27085-19",62.97599999999999,100
"27038-06-07",24,100
"27017-14",31.57,100
"27017-19",50,100
"27018-13-17",37.884,100
"27018-22-24",81.836,100
"0222-18",89.46199999999999,100
"1880",122,100
"1881",159,100
"0636-480",104.27940000000001,0
"41256-2",223.5,100
"310256-100-200",31,0
"2915-120-08",50.3316,100
"2915-150-05",37.5806,100
"0563-24",27,100
"2510-38-1",38.294000000000004,100
"3656-115-40",43.05,100
"0223-18",103.81199999999998,100
"0541-18",58.958,100
"2960-080-045",20.746,100
"31759-36-12",141.99939999999998,100
"1512-45",293,100
"4-304585-25",471,100
"20175-20",1361.4705999999999,100
"159460-H3",350,100
"29320-160-10_z01",146,100
"51401-20-1/2",177,100
"51403-16",281.916,100
"51404-16-1/2",219.92399999999998,100
"51410-20-1/2",199.42399999999998,100
"51410-20-3/4",240.91600000000003,100
"0319-15",88.314,100
"38801-5",1361,100
"12465-15-45",204.918,100
"08130-12-19",109.22399999999999,100
"08130-18-32",200.54739999999998,0
"31607-08_z01",83.6892,100
"4-300310-48-038-6002",2128.3592,100
"29350-940-16_z01",1065,100
"4225-53/477",249,100
"4248-55250C",42,100
"4250-55281C",133,100
"4250-55283C",105,100
"4250-55285C",81,100
"4257-55/576C",738,0
"4260-55/695C",988,100
"4260-55/722C",651,100
"4260-55/724",536,100
"4260-55729",155,100
SV-54925,17.8268,0
SV-54959,53.71,100
"51037-G/G-1/2",202.2694,100
"51402-20-3/4",184.00799999999998,100
SV-57985,141.0154,0
"0319-10",76.09599999999999,100
"03541-18",132.758,100
"38801-4",1174,100
"27801-12",73,100
"22812-4",870.1101999999998,100
"8-43215",142.5406,100
"4-300310-48-029",3256,100
"4-300310-55-025",2622,100
"4-300310-48-050-3003",2010.9433999999999,100
"4-300310-48-029-8017",3421,100
"59251-2",490.1304,100
"23710-32",746.3886,100
"06860_z01",214,100
"1016-40_z01",7.708000000000001,100
"1016-100_z01",19,100
"1016-150_z01",30.914,100
"1016-H3_z01",34.727000000000004,100
"29373-40-410",881.8444000000001,100
WQ-90700-600-385-145,25.18,0
"3254-150",3607,100
"25271-6",161.9008,100
"25272-1",132.4628,100
"38821-08",3204,100
"4-300310-48-038-8028",2128.3592,100
"4-300310-48-060-8017",1636.3591999999999,100
"4-300310-55-019-3005",3244,100
"4-300310-55-025-8028",2489.1592,100
"4-28004-12-1.75",80.08940000000001,100
"4-28006-12-1.75-H2",136.6694,100
"4-28022-08-1.0",65.7804,100
"4208-53/133B",382,100
"4225-53/475",341,100
"4248-55236C",55,100
"4250-55261C",291,100
"4250-55287C",139,100
"28135-70",116.358,100
"27805-26",135,100
"27805-28",158,100
"27906-25",152,100
"27906-27",152,100
"28123-H27",2911,100
"37130-20",106,100
"37272-55",479.24080000000004,100
"37272-65",553.0408,100
"33386-160-H5",345.34299999999996,100
"29350-540-14_z01",618.034,100
"4-303156-06-016",14.2106,100
"4-303350-16-1000",230.48559999999998,100
"4-303350-12-2000",246.3772,100
"4-303350-16-2000",455.6658,100
"4-303436-06-035",25.9694,100
"4-303436-06-050",37.4412,100
"4-303436-06-070",38.892599999999995,100
"4-303436-10-070",41.6806,100
"23710-22",310.32079999999996,100
"23710-64",1544.3306,100
"23711-6-22",217.06219999999996,100
"09215_z01",159,100
"3305-50_z01",1448.6694,100
"12550-06-08",1599,100
"3120-32-20",30.094,100
"909-12112-180",161.704,100
"29336-26-300",527.9159999999999,100
"29379-125-500",1419.1084,100
"29421-200-06",104.55,100
"35104-100",229.76399999999998,100
"35104-120",334,100
"23311-045",774,100
"27521-17",104,100
"55405-25_z01",262.0392,100
"55420-100",399.5204,100
"55426",525.0706,100
"55402-100",537.2804,100
"8-425161",2592,100
"8-426427",81,100
"8-426431",86,0
"8-426442",60,100
"8-427623",410,100
"47760",739.312,100
"02504-15",22.796,100
"29328-22-250",413.18979999999993,100
"29332-25-280",404,100
"29349-100-400",2100.1102,100
"22820",346.13840000000005,100
"1822-10_z01",294.872,100
"31620-06_z01",31,100
"4-39506_z01",577,100
"39551_z01",737,0
"4-39401_z01",1375,100
"1-23290-075",4469,100
"8-421459-080",142,100
"907-21102-100-50",142.762,100
"907-21102-180-10",32.406400000000005,100
"907-21104-100-50",207.47639999999998,100
"907-22101-080-10",28.511400000000002,100
"907-22101-100-10",27.592999999999996,100
"4-28003-16-2.0",205,100
"4-28007-14-2.0-H2",346.2204,100
"4-28023-14-2.0",258.7592,100
"10078-35-08",73.226,100
"10078-35-10",73.718,100
"1027-60",10.578,100
"1027-H3",26.977999999999998,100
"4-300017-35-020",21.959600000000002,100
"4-300017-48-095",23.0502,100
"4-300017-48-100",20.1392,100
"4-300127-35-11",23.287999999999997,100
"4-300110-35-11",6230,100
"4-300397-50-030",28.2408,100
"4-300397-50-040",27.6996,100
"4-300236-39-019",10.5698,100
"4-300407-40-025",18.4992,100
"4-300407-40-040",18,100
"4-300407-45-045",19.3192,100
"4-300407-60-070",18,100
"4-300486-75-092",20.229400000000002,100
"4-300486-75-112",14.0302,100
"4244-55108B",307,100
"901-25554-260-13",100.9174,100
"901-25554-310-13",166.55020000000002,100
"55300-60",485.80080000000004,100
"55305-60",343.39959999999996,100
"55310-25",281.5306,100
"55310-40",281.5306,100
"55338-H12",268.2302,100
SV-55325-250,530.1792,100
"1-15050-63",1025,100
"2-08165-25",197.25920000000002,100
"2-110432",217,100
"2-110483",141,100
"2-15097",750,100
"4-300401-35-030",127.5592,100
"4-300401-50-050",110.2408,100
"4-300401-60-120",171.28979999999999,100
"10078-30-10",62,100
"10052-10",21.237999999999996,100
"10052-15",24.764,100
"10041-10",77.982,100
"15301-25",131,100
"4-300377-30-012",24.2392,100
"4-300377-35-025",29.3396,100
"4-300377-35-045",31,100
"4-300377-40-060",25.0592,100
"4-300377-45-040",27.4208,100
"4-300377-50-030",28.2408,100
"4-300377-50-100",25.1494,100
"29531-070_z01",490.524,100
"29593-H7-42",206.47600000000003,100
"34480-100_z01",1435,100
"34480-50_z01",1057,100
"40000-1_z01",918,100
"40001_z01",1980,100
"40007-1",584.5206000000001,100
"40442-24",164,100
"40481-29",145,100
"40487",382,100
"47613_z01",254.077,100
"35450-115-100",39.5814,100
"11210-S",130,100
"4-308256-1",16.154,100
"4-44956-16",19.023999999999997,100
SV-49011-06-B,145,100
SV-49011-50-B,151,100
SV-49023-06-C,500.7493999999999,100
SV-49023-25-C,500.7493999999999,100
"429000-3/4-15",441,100
"2321",396.42080000000004,100
"2069-14",446,100
"37617-120-25",78,100
"11527",188,100
"3361",90.11800000000001,100
"2069-08",356,100
N000-008-328,269.7144,100
"27085-07",27.634,100
"27085-14",44.11599999999999,100
"2960-080-05",24.1162,100
"27038-13-14",31,100
"27038-14-15",32,100
"3482-08-20",269,100
"27018-12-13",25.502000000000002,100
"27018-H8",348.008,100
"0219-18",62.402,100
"0219-24",83.96800000000002,100
"2960-090-07",49.1262,100
"2772-18",31.324,100
"1007-18",16.317999999999998,100
"429000-1/2-25",460,100
"3318-50",2161.0608,100
"1525-12-60",290.42760000000004,0
"37220-6",180,100
"31950-19",315,100
"31950-22",356,100
"2915-200-10",96.35,100
"1820-18",133.086,100
"300211-42-025-6005",391,100
"3560-2_z01",36.818,100
"4520-18",110.86399999999999,0
"2708-12-13",65,100
"27089-06",24.19,100
"27089-14",36.654,100
"27079-30",488.638,100
"3580-125-080",70.848,100
"4-301505-10-120_z01",265.106,100
"4-301525-10-200_z01",395.15799999999996,100
"30640-08-080",1911,100
"30645-06-040",105.04199999999999,100
"26060-H10",209.428,100
"36650-180",204,100
"2507-38-6,0",22.5418,0
"0395-15",386.31020000000007,100
"3656-115-25",43.05,100
"0544-05-07",90.11800000000001,100
"0544-05",43.214000000000006,100
"2325-R",969.9042,100
"2917-80",385,100
"0187-11",211.19920000000002,100
"11430",52,100
"2930-600-25_z01",718.73,100
"11426",61,100
"27337-3_z01",1084,100
"06526-1,2",375.30580000000003,100
"51054-3/4",196,100
"51071-G/G-3/4",157,100
"51071-S/S-1/2",157,100
"51071-S/S-3/4",169.46939999999998,100
"51073-G/G-3/4",164,100
"51073-G/S-1/2",154.16819999999998,100
"51073-S/S-1/2",185.8612,100
"22025-6-18",259,100
"29621-8.5",82.3034,100
"15005-50",389,100
"36652-150",154,0
"36652-200",155,100
"11080",159,100
"2105-16",137.5796,100
"20610-13",545,100
"18845",245,100
"3438-55",647,100
"40312-1/2-25",756,100
"40312-3/4-25",1035,0
"39901_z01",2526,100
"2918-50",573,100
"29211-68",556,100
"06526-1,4",375.30580000000003,100
"51031-1/2",41.549400000000006,100
"51052-1/2",131.2082,100
"51054-1",415.4612,100
"51060-3/4-1/2-3/4",158.5388,100
"51060-1-1/2-1",207.7388,100
"51073-S/S-3/4",164,100
"32600-63",2419,0
"22170-1",209.55100000000002,100
"22170-3",209.55100000000002,100
"310256-080-240",29.93,0
"34722-060",1164,100
"37135-1",91,100
"51005-G/G-120",170.0188,100
"51005-G/S-030",96.2024,100
"51005-G/S-080",138.34220000000002,100
"27040-H6",107.584,100
"26142-H32",477.65,100
"3544-04",122,100
"3544-06",122,100
"51005-G/S-120",174.38119999999998,100
"51052-3/4",185.8612,100
"20031-05",171,100
"20031-08",225.32780000000002,100
ЗВПБ-20 ГХ,45255,100
"41175",219.9,100
"31612-12",52.43900000000001,100
"30661-06-25",12.013,100
"30661-10-60",19.516000000000002,100
"45111-06",21.5004,100
"09175",234,100
"51093-3/4",109.33060000000002,100
"51098-1/2",43.7388,100
"51093-1/2",76.53059999999999,100
"4218-53380F",828,100
"4260-55/624C",204,100
"4250-55260B",42,0
ЗКПМ-360-50-2.2,11955,100
ЗКПМ-440-50-Р-2.2,19499,100
"34723-060",725,100
"33811-7",25.584,100
"4-300406-60-090",7.839200000000001,100
"4-302056-08-030",11.0946,100
"4-302056-12-050",14.858400000000001,100
"4-300011-35-040",186,100
"4-300011-42-075",147,100
"4-300011-48-125",198,100
"4-300391-30-040",209,100
"4-300191-42-019",232,100
"4-300371-40-060",96.57960000000001,100
"4-300371-45-040",178.95680000000002,100
"4-300371-45-050",172,100
"4-300371-50-080",172.7084,100
"4-304545-06",879,100
"4-304565-06",585,100
"4-304565-08",630,100
"3380-5",21.812,100
"3564",103.95960000000001,100
"0611",237.41459999999998,100
"0232-25",95.53,100
"3482-08-05",109,100
"3482-08-10",163,100
"1008-06",31.897999999999996,100
"0804-08",177.776,100
"3655-175-20",198,100
"4260-55/718",373,100
"32608-140",4232,100
"26136-H11",319.6606,100
"29615-H13",580.2320000000001,100
"3120-40-06",28,100
OL-RB18-2,44.6408,0
"1-43316-090",1666.65,0
"4-39591",232,100
"4-39595",268,100
"4205-53513",102,100
SV-54118-B,53,100
SV-55045-5,487.5556,100
"4-300397-50-025",27.2404,100
"29314-1000-25",1430,100
"29320-210-08_z01",179,100
"29830-06",60.3438,100
"310205-050-100",680,100
НПГ-М1-750,2410,100
"4-300391-50-040",207,100
"4-305091-30-050",128,100
"4-300372-45-060",165.8204,100
"909-12111-110",65.026,100
"18096-22",204.42600000000002,100
"909-12131-105",65.026,100
"06477",1390.843,100
"11205-M",471.9592,100
"250071-4.0-090",127.1082,100
"12262-75-50",407.26120000000003,100
ЭП-200-1000Н,6797,100
"29314-210-10_z01",98,100
"12231-19-05",51.315599999999996,100
"51357-N-1",794.8833999999999,100
"4-304110-06",3920,100
"51401-20-3/4",177.612,100
"59217-2C",168,100
"4-28004-10-1.5",74.2592,100
"3710-40_z01",225.9592,100
SV-57915,401,100
"09712-24-5",52.4718,100
"29185-H10",4943,100
"0316-18",173.59399999999997,100
"29531-068_z01",477.486,100
"311165-250-70",1662,0
"30911-10",60.105999999999995,100
"28701-38.1",390.894,100
"26001-3-25-10",97,100
"26001-3-25-2",32.062000000000005,100
"26011-1-25-2",70.602,100
"26011-2-25-10",273.47,100
"2655-H32",1205.892,100
"26713-60",62.1396,100
"29595-H3-42",271.748,100
"29595-H5-32",406.802,100
"40425-24",410,100
"40442-21",147,100
ЗТШМ-150/200У_z01,3993,100
"3144",318,100
"2008-3",1471,100
"1234-6_z01",50.2496,100
"37613-65-2L",28.167,100
"37613-100-2L",69.76559999999999,0
"12552-06-10",3143,100
"12560-02-03",180.9494,100
"12570-01-03",188,100
"47505",229,100
"29521-057",417.79,100
"34465-150",1435,100
"12373-19-025",31.8898,100
"37299-70",1035.9306,100
"3712-50",223.2204,100
"3712-60_z01",324.35920000000004,100
"3720-21_z01",577.6408,100
"34987",1164,100
"34600",24591,100
"15203-40",553,0
"37143-80",309.7796,100
"37145-60",212.28979999999999,100
"35911",66.91199999999999,100
"35562-125-120",61.8526,100
"4-39483-12",569,100
"56700",145.41060000000002,100
"27805-14_z01",73,100
"47786",736.2533999999999,100
"37605-125-6L",141.6468,100
"39222_z01",85,100
"41253-0",167.1,100
"56712",176.02939999999998,100
"56716",46.879400000000004,0
"60211-15-100",287.164,100
"60211-20-50",168.67399999999998,0
"60212-20-50",232.798,100
"47964",119.884,100
"29602-101-6.3",37.9742,100
"29602-109-6.9",43.5338,100
"29602-142-11",164.697,100
"26121-1-100-1",139.728,100
"26125-30-25-10",115.75939999999999,100
"26125-10-50-2",119.96600000000001,100
"27977-H59",7579,100
"27977-H70",8642,100
"27978-H131",16397,100
"3364_z01",83.23,100
"4-304355-06",1011,100
"4-304365-12",704,100
"4-304366-08",81.42599999999999,100
"4-304415-10",631,100
"4-304475-04",406,100
"4-304476-01",12.546000000000001,100
"4-304515-14",620,100
"4-304535-03",576,100
"4-304535-06",656,100
"4-304535-08",810,100
"4-301340-08-140",2946.8258,100
"4-301345-08-120",454.7884,100
"4-301350-06-060",2031.0744,100
"4-301350-06-080",2267.7428,100
"4-301365-08-080",219.5796,100
"4-303156-03-008",13.480800000000002,100
"4-303156-03-010",13.669400000000001,100
"4-303156-06-040",14.8502,100
"4-303350-12-1000",125.39439999999999,100
"4-303350-20-1000",358.5286,100
"4-303436-05-012",26.1498,100
"4-303436-10-020",24.8706,100
"4-303476-06-016",28.880399999999998,100
SV-54145-GM,4.018,100
"4-305091-30-060",115,100
"4-305096-30-025",11.643999999999998,100
"36653-105",72,100
"3662-110",64,100
"3663-105",48,100
"901-11431-101-6.1",25.625,100
"901-11431-101-6.7",29.7742,100
"901-11431-133-10.2",70.7578,100
"3-27079-32",254,100
"4-300010-42-070",1375,100
"4-300010-48-090",823,100
"4-300012-35-016",346.2204,100
"110321_z01",310,0
"43007-34",69,100
"423795",1077,0
"20133-10",1303,100
"4-300372-50-045",265.13059999999996,100
"4-300390-35-045",2839,100
"4-300390-40-025",2645,100
"4-300390-40-060",2244,100
"4-300390-50-020",2458,100
"4-300390-60-050",2905,100
"4-301411-08-130",220.4898,100
"4-305011-30-070",95.28399999999999,100
"4-305011-40-120",112,100
"4-31315-40-16-0500",1892,100
"3612-125-1,2",15.743999999999998,100
"907-21002-180-10",32.406400000000005,100
"907-21004-320-10",45.7314,100
"907-21101-320-50",113.3158,100
"3001-30",2610,100
"909-12151-105",70.11,100
"909-12171-105",50.512,100
"909-12171-180",155.71800000000002,100
"16642-20-2",172.9298,100
"1610-20-2_z01",118.26039999999999,100
"1630-30-1",142.2044,100
"1620-15-2_z01",87.6908,100
U561-180-036,310.8784,100
"23311-075_z01",1631,100
"3720-3_z01",541,100
U502-850-009-W,57.498400000000004,0
"25666",155,100
"250033-8",284.5482,0
"1233-5_z01",21.459400000000002,100
"35562-125-600",61.8526,100
"35563-125-060",61.8526,100
"35563-125-100",61.8526,100
"35568-150-080",78.9906,100
"35568-150-180",78.9906,100
"35583-060",36.407999999999994,100
"36601-320",91.9466,100
"36604-080",215.045,100
"47752",760.7386,100
"47770",1676,100
"2942-090-06_z01",20.91,100
"29482-450-14",359.324,100
"29482-450-32",962.27,100
"29382-25-400",349.525,100
"29865-12-M14",542.2906,100
"03505-24_z01",93.07,100
"03184-18_z01",97.66199999999999,100
"0504-11",15.99,100
"27725-17_z02",48.3636,100
"23012-25_z01",381.75919999999996,100
"23012-32_z01",498.46979999999996,100
"4-06405-1_z01",31.3404,100
"25232-2",81.672,100
"09199",204,100
"09172",154,100
"09223",122,0
"29350-670-28_z01",1547,100
"29350-920-32_z01",2742,100
"35515-080",134.5866,100
"11163-H5",359.8898,0
"11110-3",174.93060000000003,100
"11118",52.8408,100
"11085",729.4884,100
"11081",515.3536,100
OL-HBB-5B,271.748,100
"01085-75_z01",136.3824,100
"39937",1803,100
"1815-16_z01",305.614,100
"1815-25_z01",317.094,100
"34122-09_z01",483,100
"29320-210-14_z02",328,0
"47503",186.0088,100
"41259",273.2,100
"41261",159.9,100
"2961-H3_z01",29.9382,100
"37404-1",35.8996,0
"09601-09-S5_z01",61,100
"0930_z01",162,100
"4252-55167C",48,100
"42359-53645H",182,100
"427635",466,100
"303074-08-016",429.1306000000001,100
"303074-10-045",650.5306,100
"4-304565-03",709,0
"4-304565-07",587,100
"4-304575-06",386.31020000000007,100
"4-304575-10",334.3796,100
"4-304576-03",12,100
"4-304576-05",11.972000000000001,100
"4-304576-08",25.502000000000002,100
"4-304585-65",459,100
"159451-4.3",113.48800000000001,100
"37601-100-2",124.9844,0
"37605-100-1R",124.9844,100
"37605-100-2L",124.9844,100
"37605-125-3L",141.6468,100
"37611-25-1",21.6316,100
"37611-50-2",27.732400000000002,100
"37613-50-3R",20.7542,100
"37613-100-2R",69.76559999999999,0
"37615-100",125.69779999999999,100
"12250-210-20",198,100
"12562-06-08",1948,100
"12560-04-05",603.1591999999999,100
"12560-06-08",1447.3901999999998,100
"34482-75",3895,100
"27014-H7",283,100
"2930-1000-12_z01",451.90200000000004,100
"28727-12.7-38",316.028,100
"35912",66.91199999999999,100
"35918",63.058,100
"35923",62.402,100
"35930",65.84599999999999,100
"35933",70.76599999999999,100
"35935",53.71,100
"29903-H67",231.4368,100
"29921-H6",66.33800000000001,100
"16020-0-H6",298.2996,100
"16011-H10_z01",285.1796,100
"1641-20-2",135.6608,100
"1651-15-1",114,100
"1651-15-2",119.1542,100
"1630-20-1_z01",109.6996,100
"1650-15-21_z01",73.81639999999999,100
"2173-45",152,100
"25142-2-10",93.89,100
"37611-75-2",53.6034,100
"37613-50-1L",20.7542,100
"37613-50-2L",20.7542,100
"37613-75-1L",45.034400000000005,0
"35442-080",94.71,100
"35442-120",94.38199999999999,100
"35442-180",94.38199999999999,100
"3710-60-1",365.3592,100
"37212-40",296.1102,100
"37223-40",269.6898,100
"37223-70",492,100
"37231-40",226.8694,0
"4-304545-10",826,100
"4-304575-08",342.57959999999997,100
"4-304595-20",317.9796,100
"4-304596-30",110.29,100
"20175-06",563.0694,100
"20177-05",177.6694,100
"155700-U-13",118.98199999999999,100
"155706-21",178.10399999999998,100
"37601-075-1",95.817,100
"37601-075-6",95.817,100
"37601-125-5",133.31560000000002,100
"37605-075-2L",99.9908,100
"37605-075-3L",99.9908,100
"37605-075-5L",99.9908,100
"27805-15_z01",73,100
"4-29605-086-5.2",22.0744,100
"4-29605-133-10.5",66.9366,100
"4-29621-038-1.2",9.626800000000001,100
"4-29621-043-1.6",11.7424,100
"4-29621-046-1.8",11.9228,100
"4-29621-049-2.1",14.924,100
"4-29621-061-2.8",18.2778,100
"4-29621-070-3.6",22.607400000000002,100
"4-29621-080-4.5",26.666400000000003,100
"4-29621-086-5",30.9058,100
"4-29625-070-3.4",29.757799999999996,100
"2918-68_z01",805,100
"29985-20",100.696,100
"29985-45",199.67,100
"47502",444.6696,100
"38636",520,100
"4247-55093B",90,100
"27940-21_z01",185,100
"27940-24_z01",195,100
"27942-22_z01",319.144,100
"27945-17_z01",385.72799999999995,100
"27945-30_z01",379.6026,100
"27945-41_z01",695.688,100
"250071-5.5-038",132.225,100
"250071-5.5-300",228.575,0
"250071-6.5-125",169.1168,100
"250071-8.0-150",239.8418,100
"250072-0-060",111.7168,100
"250073-2-038",125.05,0
"250075-6-100",147,100
"3547-220-03",57.687,100
"2007-10",581,100
"12115-25",67.65,100
"12115-30",80.77,100
"12292-Y-15-10",29.667599999999997,100
"4-301186-06-037",8.446,100
"4-309106-06-35",13.038,100
"4-309176-19-19",13.448,100
"44221",100.52380000000001,100
"15448-14-560",220,100
SV-49011-63-B,163,100
SV-49013-40-B,597,100
SV-49031-40-C,256,100
SV-49033-06-C,631.9412,100
SV-49033-10-C,631.9412,100
SV-49033-20-C,631.9412,100
SV-49061-10-C,113.119,100
"12231-25-05",59.8846,100
"12270-50-05",223.778,100
"12550-04-05",665.2004000000001,100
"3010-06-025-100",9.758000000000001,100
"31205-48-18",577,100
"31205-48-25",683,100
"12017",246.26239999999999,100
